k,n_samples,ari_mean,ari_std,cv_f1_macro_mean,cv_f1_macro_std,rf_train_accuracy,f1_low,n_low,f1_moderate,n_moderate,f1_high,n_high,f1_critical,n_critical
4,717,0.6347852403609189,0.21823662234659127,0.9565716176624864,0.020907000088061716,0.99860529986053,0.998468606431853,326,1.0,164,0.9975903614457832,208,1.0,19
